account_id,customer_id,branch_id,account_type,balance,account_status
13019,11430,5,Savings,93835.41,INACTIVE
13020,4984,4,Savings,155286.62,INACTIVE
13021,49991,2,Current,233428.92,ACTIVE
13022,2684,5,Savings,88864.79,INACTIVE
13023,31580,4,Savings,493358.02,ACTIVE
13024,11411,3,Current,122466.17,INACTIVE
13025,11601,5,Savings,78419.83,ACTIVE
13026,38883,1,Current,364309.76,INACTIVE
13027,19263,1,Current,195320.65,INACTIVE
13028,35499,5,Current,179741.91,ACTIVE
13029,18267,5,Savings,92379.97,ACTIVE
13030,35928,1,Savings,199876.71,INACTIVE
13031,33530,2,Savings,457287.78,ACTIVE
13032,81,2,Current,67307.64,INACTIVE
13033,26818,5,Savings,465511.46,INACTIVE
13034,42691,2,Current,302811.22,INACTIVE
13035,47148,1,Current,8914.3,ACTIVE
13036,11128,2,Savings,409710.85,ACTIVE
13037,14646,5,Savings,374898.22,INACTIVE
13038,21208,1,Savings,390004.99,ACTIVE
13039,29223,1,Savings,101856.36,ACTIVE
13040,17701,5,Savings,310518.23,ACTIVE
13041,30362,1,Current,427867.21,INACTIVE
13042,22995,3,Current,132109.37,ACTIVE
13043,7611,1,Current,283544.69,INACTIVE
13044,13714,4,Savings,418389.36,ACTIVE
13045,9737,3,Savings,114845.6,ACTIVE
13046,38147,2,Savings,83817.57,INACTIVE
13047,34369,5,Savings,410198.32,ACTIVE
13048,20331,4,Savings,295401.96,ACTIVE
13049,9492,1,Current,206341.24,INACTIVE
13050,48641,3,Savings,267425.69,ACTIVE
13051,34147,3,Current,81836.63,INACTIVE
13052,32112,1,Savings,302921.87,INACTIVE
13053,18961,3,Current,402755.78,ACTIVE
13054,43538,3,Savings,140961.95,ACTIVE
13055,37434,5,Savings,373276.4,INACTIVE
13056,8125,5,Savings,457254.21,ACTIVE
13057,1018,3,Savings,421875.8,ACTIVE
13058,24557,2,Savings,264066.48,INACTIVE
13059,28635,2,Savings,324345.36,INACTIVE
13060,17043,4,Savings,274556.34,INACTIVE
13061,23902,4,Savings,237224.29,ACTIVE
13062,40658,1,Current,142690.61,INACTIVE
13063,42797,4,Savings,243513.09,INACTIVE
13064,16872,2,Current,21812.56,INACTIVE
13065,26447,2,Current,460927.11,ACTIVE
13066,46160,3,Current,372707.75,ACTIVE
13067,4972,4,Savings,338246.05,INACTIVE
13068,31491,1,Current,228450.21,ACTIVE
13069,30419,5,Current,136816.55,INACTIVE
13070,6154,4,Current,383969.78,INACTIVE
13071,27065,1,Current,22563.35,ACTIVE
13072,36802,1,Current,469267.2,ACTIVE
13073,18213,5,Current,249561.88,INACTIVE
13074,48714,4,Current,343669.56,ACTIVE
13075,9925,2,Current,375200.42,ACTIVE
13076,22505,4,Savings,404668.06,INACTIVE
13077,41439,3,Current,121858.02,ACTIVE
13078,46119,3,Savings,95186.53,INACTIVE
13079,48308,3,Savings,184797.16,INACTIVE
13080,25752,2,Savings,252895.95,INACTIVE
13081,8877,2,Savings,358009.56,INACTIVE
13082,6300,4,Savings,33631.22,ACTIVE
13083,38555,1,Savings,147426.06,ACTIVE
13084,37965,3,Current,399222.3,ACTIVE
13085,9156,2,Savings,333304.41,INACTIVE
13086,36084,3,Current,13211.99,INACTIVE
13087,33041,3,Current,345053.31,ACTIVE
13088,17225,1,Savings,74896.92,INACTIVE
13089,35337,1,Savings,65217.01,INACTIVE
13090,49868,5,Savings,281023.27,INACTIVE
13091,15828,1,Savings,77741.36,ACTIVE
13092,26176,5,Current,86548.4,INACTIVE
13093,33484,4,Current,16598.74,INACTIVE
13094,10343,2,Current,304112.17,INACTIVE
13095,41490,2,Savings,177042.31,ACTIVE
13096,21134,2,Current,439565.36,ACTIVE
13097,12472,5,Current,256980.26,INACTIVE
13098,21101,5,Current,92576.36,ACTIVE
13099,48211,3,Current,266128.7,INACTIVE
13100,37488,3,Current,495477.49,ACTIVE
13101,25361,5,Savings,298576.93,ACTIVE
13102,49067,4,Savings,176656.45,ACTIVE
13103,15551,2,Savings,422038.46,INACTIVE
13104,17571,5,Current,287169.34,INACTIVE
13105,29518,4,Savings,31957.23,ACTIVE
13106,26212,3,Current,89440.95,INACTIVE
13107,38015,4,Savings,97287.13,INACTIVE
13108,213,3,Savings,493694.77,INACTIVE
13109,45178,1,Current,59963.48,ACTIVE
13110,4072,5,Current,130337.22,ACTIVE
13111,32249,2,Savings,178051.55,INACTIVE
13112,30458,1,Current,17160.53,ACTIVE
13113,26542,4,Savings,33056.44,INACTIVE
13114,7472,4,Savings,139773.65,ACTIVE
13115,43469,3,Savings,138714.52,INACTIVE
13116,31393,1,Current,489582.12,INACTIVE
13117,24733,1,Current,298674.38,ACTIVE
13118,14642,4,Current,203130.38,ACTIVE
13119,28250,2,Savings,50385.99,ACTIVE
13120,397,3,Current,18953.88,INACTIVE
13121,29035,5,Current,464633.81,INACTIVE
13122,42791,1,Savings,313352.11,INACTIVE
13123,25139,4,Savings,482590.73,INACTIVE
13124,10388,5,Current,292450.47,INACTIVE
13125,9108,5,Savings,127143.84,ACTIVE
13126,16288,1,Savings,55820.18,ACTIVE
13127,34039,3,Savings,382724.71,INACTIVE
13128,24443,5,Savings,437529.04,ACTIVE
13129,26809,5,Current,117742.07,INACTIVE
13130,43275,2,Current,143875.74,INACTIVE
13131,17135,5,Current,57155.51,ACTIVE
13132,26723,3,Savings,106390.14,INACTIVE
13133,4410,5,Savings,265861.42,ACTIVE
13134,6485,3,Current,342692.7,ACTIVE
13135,35978,4,Savings,496322.89,INACTIVE
13136,33790,3,Savings,309548.3,ACTIVE
13137,17386,3,Current,97014.4,INACTIVE
13138,40110,4,Current,2301.09,INACTIVE
13139,29688,2,Savings,126883.96,ACTIVE
13140,39694,5,Current,157628.6,ACTIVE
13141,40418,4,Current,410792.87,ACTIVE
13142,33674,5,Savings,380297.8,INACTIVE
13143,31401,4,Current,401980.06,INACTIVE
13144,32443,3,Savings,319184.85,ACTIVE
13145,22059,1,Current,140757.58,ACTIVE
13146,27754,5,Current,249467.53,ACTIVE
13147,18766,1,Current,91727.26,ACTIVE
13148,7855,1,Savings,74590.18,INACTIVE
13149,20677,2,Current,312784.73,INACTIVE
13150,31351,5,Current,375415.22,ACTIVE
13151,27540,5,Savings,335675.49,ACTIVE
13152,12711,1,Savings,68585.02,INACTIVE
13153,43245,2,Current,346959.54,INACTIVE
13154,46913,2,Savings,164548.32,ACTIVE
13155,8519,3,Savings,440734.98,INACTIVE
13156,31152,2,Savings,453706.41,ACTIVE
13157,47894,1,Savings,265194.93,INACTIVE
13158,20153,4,Savings,26235.2,ACTIVE
13159,32879,3,Current,461327.09,INACTIVE
13160,17540,4,Current,158505.15,INACTIVE
13161,7752,2,Current,462884.43,INACTIVE
13162,48587,2,Current,215745.8,ACTIVE
13163,10691,1,Savings,338149.26,INACTIVE
13164,44496,3,Current,265682.5,INACTIVE
13165,5105,3,Current,374747.0,INACTIVE
13166,38845,5,Savings,354597.81,ACTIVE
13167,38576,3,Savings,288090.89,INACTIVE
13168,22507,1,Savings,360217.08,ACTIVE
13169,38214,3,Savings,294531.36,ACTIVE
13170,49508,5,Savings,480565.59,INACTIVE
13171,26908,5,Savings,186837.23,ACTIVE
13172,36166,2,Current,224225.77,ACTIVE
13173,26123,1,Savings,218905.08,INACTIVE
13174,11533,4,Savings,325505.21,ACTIVE
13175,24292,1,Current,463470.22,ACTIVE
13176,4405,5,Savings,115292.68,INACTIVE
13177,33931,4,Savings,53089.81,ACTIVE
13178,98,5,Current,478960.79,ACTIVE
13179,41398,3,Current,314874.51,ACTIVE
13180,9584,4,Savings,426786.44,INACTIVE
13181,25752,2,Current,176926.82,INACTIVE
13182,49343,5,Savings,85053.66,ACTIVE
13183,2402,2,Savings,301665.39,ACTIVE
13184,21750,3,Savings,136928.7,ACTIVE
13185,45731,2,Savings,200165.05,INACTIVE
13186,10867,1,Current,338530.63,ACTIVE
13187,26991,2,Current,326799.6,ACTIVE
13188,37052,1,Savings,66482.82,INACTIVE
13189,41071,3,Current,256490.86,INACTIVE
13190,25414,4,Savings,1004.59,INACTIVE
13191,14951,4,Savings,107926.18,INACTIVE
13192,10437,4,Savings,327897.63,INACTIVE
13193,27797,3,Savings,19813.49,ACTIVE
13194,30542,5,Savings,458209.54,INACTIVE
13195,4221,4,Current,94656.69,INACTIVE
13196,36237,5,Savings,255557.23,ACTIVE
13197,11557,5,Current,310690.45,INACTIVE
13198,44393,4,Savings,499957.5,INACTIVE
13199,30014,2,Savings,486501.68,INACTIVE
13200,27273,3,Current,457631.87,INACTIVE
13201,31358,2,Current,83214.03,ACTIVE
13202,45426,5,Savings,103150.22,INACTIVE
13203,23351,5,Savings,132331.74,ACTIVE
13204,5827,1,Current,95889.93,INACTIVE
13205,46200,1,Savings,424593.16,INACTIVE
13206,8562,4,Savings,338023.31,INACTIVE
13207,9206,4,Savings,394566.53,ACTIVE
13208,33216,1,Current,438875.49,ACTIVE
13209,39027,1,Savings,114192.38,ACTIVE
13210,20505,2,Savings,125759.74,ACTIVE
13211,36080,1,Current,45866.66,INACTIVE
13212,9770,3,Current,252542.24,INACTIVE
13213,8305,2,Current,49909.17,INACTIVE
13214,19623,4,Current,25099.92,ACTIVE
13215,45198,4,Current,191570.89,ACTIVE
13216,38181,2,Savings,104429.31,INACTIVE
13217,31365,1,Current,489248.12,INACTIVE
13218,36711,3,Current,18370.44,INACTIVE
13219,30004,4,Savings,235755.84,INACTIVE
13220,45372,4,Savings,400778.86,ACTIVE
13221,28575,3,Savings,229867.74,ACTIVE
13222,6736,3,Current,495254.47,ACTIVE
13223,4236,1,Current,499116.24,ACTIVE
13224,32125,1,Current,460427.87,INACTIVE
13225,18815,3,Savings,423139.74,ACTIVE
13226,14328,2,Savings,336355.94,INACTIVE
13227,31398,1,Savings,143913.87,INACTIVE
13228,8491,3,Savings,218098.13,ACTIVE
13229,47490,5,Savings,77855.24,INACTIVE
13230,34139,2,Current,448460.13,ACTIVE
13231,38838,5,Current,173270.13,INACTIVE
13232,10600,1,Savings,279352.2,ACTIVE
13233,21805,5,Savings,83133.93,INACTIVE
13234,37797,1,Savings,475555.2,INACTIVE
13235,13407,3,Savings,103047.15,INACTIVE
13236,13109,3,Current,69629.43,ACTIVE
13237,24994,1,Savings,44048.15,INACTIVE
13238,27007,3,Current,204231.19,INACTIVE
13239,36393,1,Current,361792.05,ACTIVE
13240,39458,3,Current,415274.46,INACTIVE
13241,40341,2,Current,210061.95,INACTIVE
13242,35816,4,Current,129420.7,INACTIVE
13243,12463,4,Current,411204.87,ACTIVE
13244,16111,1,Savings,380263.93,ACTIVE
13245,22487,5,Savings,364974.37,INACTIVE
13246,45817,5,Savings,222516.99,ACTIVE
13247,48346,4,Savings,264591.17,INACTIVE
13248,34361,3,Current,45641.07,ACTIVE
13249,40337,1,Current,340984.08,INACTIVE
13250,46272,5,Current,334355.52,ACTIVE
13251,36368,3,Current,5857.17,INACTIVE
13252,9711,3,Savings,273377.03,ACTIVE
13253,45369,2,Savings,112513.87,ACTIVE
13254,6020,3,Savings,360697.45,ACTIVE
13255,21242,5,Savings,399611.96,ACTIVE
13256,34889,2,Savings,335947.62,ACTIVE
13257,3520,1,Savings,37498.35,INACTIVE
13258,34690,3,Savings,6468.05,ACTIVE
13259,22149,5,Current,58459.89,ACTIVE
13260,7261,5,Current,132577.8,INACTIVE
13261,17653,5,Savings,92593.21,ACTIVE
13262,5925,2,Savings,193441.65,ACTIVE
13263,29086,3,Savings,466686.16,INACTIVE
13264,39639,5,Current,465518.95,ACTIVE
13265,33359,5,Current,292460.33,INACTIVE
13266,45919,5,Current,186050.27,ACTIVE
13267,44604,1,Current,198171.2,ACTIVE
13268,5179,5,Current,157955.75,ACTIVE
13269,6147,1,Current,30173.61,INACTIVE
13270,41423,5,Savings,64850.97,INACTIVE
13271,13557,2,Current,325933.47,INACTIVE
13272,26636,3,Savings,20758.26,ACTIVE
13273,47988,4,Savings,8265.93,INACTIVE
13274,9972,1,Current,133479.38,INACTIVE
13275,45874,5,Current,83303.64,ACTIVE
13276,10014,1,Current,55486.28,ACTIVE
13277,41831,4,Current,274626.65,INACTIVE
13278,20692,4,Current,395586.05,INACTIVE
13279,19250,2,Current,472416.79,INACTIVE
13280,28456,1,Current,424358.67,ACTIVE
13281,1727,2,Current,257061.81,ACTIVE
13282,6479,3,Current,324617.68,INACTIVE
13283,12901,3,Current,157472.5,ACTIVE
13284,13883,5,Current,22495.22,ACTIVE
13285,48946,2,Current,30345.21,ACTIVE
13286,46045,2,Current,411153.78,INACTIVE
13287,47144,2,Savings,54044.95,ACTIVE
13288,42037,2,Savings,48054.5,INACTIVE
13289,24894,5,Savings,302770.76,INACTIVE
13290,40209,4,Savings,213131.97,ACTIVE
13291,13552,5,Savings,248374.1,INACTIVE
13292,16138,2,Current,168359.7,ACTIVE
13293,3786,4,Current,34453.26,INACTIVE
13294,8530,3,Savings,195537.75,INACTIVE
13295,17070,1,Current,376185.33,INACTIVE
13296,28237,3,Current,231263.99,INACTIVE
13297,27311,3,Savings,426416.66,ACTIVE
13298,8083,3,Savings,326024.03,INACTIVE
13299,27669,5,Savings,103500.14,INACTIVE
13300,49386,4,Current,99190.64,INACTIVE
13301,39376,5,Current,478219.56,ACTIVE
13302,27510,4,Current,297613.22,INACTIVE
13303,45413,2,Savings,418421.05,INACTIVE
13304,31481,2,Savings,219477.3,INACTIVE
13305,40346,5,Current,126738.95,INACTIVE
13306,12889,2,Savings,113682.66,INACTIVE
13307,10383,5,Savings,433357.65,INACTIVE
13308,4270,4,Savings,330774.29,INACTIVE
13309,29697,2,Current,194752.78,INACTIVE
13310,12767,5,Current,316731.87,INACTIVE
13311,47550,4,Current,190454.22,ACTIVE
13312,1619,5,Savings,30549.99,ACTIVE
13313,3968,5,Current,56533.49,ACTIVE
13314,20178,4,Current,383353.7,ACTIVE
13315,28046,3,Current,384850.22,ACTIVE
13316,20343,3,Current,179010.28,INACTIVE
13317,29632,3,Current,343876.03,INACTIVE
13318,43922,3,Current,47448.95,INACTIVE
13319,27897,1,Current,67131.51,INACTIVE
13320,29159,5,Savings,96420.09,INACTIVE
13321,27325,3,Current,334788.39,INACTIVE
13322,13058,1,Current,159655.26,ACTIVE
13323,14256,4,Savings,46163.49,ACTIVE
13324,17739,1,Current,468794.84,ACTIVE
13325,1714,1,Current,168548.9,INACTIVE
13326,44940,1,Current,145375.0,ACTIVE
13327,7417,1,Savings,180414.85,ACTIVE
13328,31338,5,Savings,103787.98,INACTIVE
13329,18251,3,Current,271565.27,ACTIVE
13330,38996,2,Savings,223263.21,ACTIVE
13331,12653,2,Savings,217561.04,ACTIVE
13332,41384,2,Savings,358983.24,ACTIVE
13333,24406,2,Savings,415779.55,ACTIVE
13334,33154,1,Savings,419017.84,INACTIVE
13335,9433,3,Current,378972.05,ACTIVE
13336,9333,4,Current,278087.23,INACTIVE
13337,30804,5,Current,245847.31,ACTIVE
13338,43004,3,Savings,322429.35,ACTIVE
13339,7438,5,Current,112642.72,ACTIVE
13340,40694,3,Savings,440037.31,ACTIVE
13341,20435,5,Current,15644.47,INACTIVE
13342,35651,1,Savings,168876.11,INACTIVE
13343,5767,3,Savings,125415.22,ACTIVE
13344,44810,4,Current,223414.72,ACTIVE
13345,25418,4,Savings,228116.3,INACTIVE
13346,30992,3,Current,455176.22,INACTIVE
13347,31380,3,Savings,18482.0,ACTIVE
13348,14134,4,Current,466388.81,INACTIVE
13349,16427,5,Current,381295.87,ACTIVE
13350,48621,2,Savings,205902.8,INACTIVE
13351,28344,2,Savings,3674.22,INACTIVE
13352,702,3,Current,225657.83,INACTIVE
13353,32676,5,Savings,411571.5,ACTIVE
13354,49765,5,Savings,326828.24,INACTIVE
13355,13366,2,Savings,290227.34,ACTIVE
13356,6199,2,Savings,342333.78,INACTIVE
13357,31252,1,Savings,133770.54,ACTIVE
13358,8851,3,Current,173336.38,INACTIVE
13359,2650,4,Savings,215336.9,INACTIVE
13360,10375,1,Savings,396816.54,ACTIVE
13361,6921,1,Current,161331.5,ACTIVE
13362,20993,1,Savings,2089.55,ACTIVE
13363,942,5,Savings,64038.07,ACTIVE
13364,24608,4,Savings,470561.37,ACTIVE
13365,16773,1,Savings,284876.78,INACTIVE
13366,32609,4,Savings,160918.9,ACTIVE
13367,19191,5,Current,365181.35,INACTIVE
13368,17485,4,Savings,292792.62,ACTIVE
13369,28381,2,Current,224004.56,INACTIVE
13370,46421,3,Savings,456076.81,INACTIVE
13371,19461,2,Savings,367766.69,INACTIVE
13372,43451,1,Savings,356676.48,INACTIVE
13373,2188,5,Savings,149879.41,INACTIVE
13374,34839,3,Current,288748.48,ACTIVE
13375,17151,1,Savings,326746.59,INACTIVE
13376,1944,3,Savings,339884.05,INACTIVE
13377,48501,5,Current,8743.75,ACTIVE
13378,29608,4,Savings,448136.46,ACTIVE
13379,18739,2,Savings,281382.51,ACTIVE
13380,11522,5,Current,366745.06,INACTIVE
13381,34381,3,Savings,166467.4,ACTIVE
13382,38692,4,Current,465015.52,INACTIVE
13383,47115,3,Current,144592.97,ACTIVE
13384,15790,3,Savings,308556.07,INACTIVE
13385,30488,3,Current,90396.14,INACTIVE
13386,23493,5,Savings,93965.77,INACTIVE
13387,42626,5,Current,92692.74,INACTIVE
13388,23817,4,Savings,98497.51,ACTIVE
13389,191,4,Savings,281116.34,ACTIVE
13390,43245,3,Current,351778.45,INACTIVE
13391,7926,4,Current,280096.2,ACTIVE
13392,8368,3,Current,184766.52,INACTIVE
13393,38720,3,Current,92300.12,ACTIVE
13394,23562,3,Current,281362.16,ACTIVE
13395,26885,5,Current,138305.58,INACTIVE
13396,1263,5,Savings,1302.17,INACTIVE
13397,34789,5,Savings,419245.8,INACTIVE
13398,23779,5,Current,474097.94,INACTIVE
13399,1027,5,Savings,331797.63,ACTIVE
13400,23852,2,Savings,461209.55,INACTIVE
13401,28425,1,Savings,109056.28,ACTIVE
13402,12243,1,Current,482812.18,ACTIVE
13403,14679,1,Current,309756.69,INACTIVE
13404,41247,2,Savings,338779.15,INACTIVE
13405,23814,5,Savings,156429.56,ACTIVE
13406,25238,4,Current,461251.94,ACTIVE
13407,10123,3,Savings,404203.47,INACTIVE
13408,39171,1,Current,76685.44,INACTIVE
13409,28286,1,Savings,398386.57,ACTIVE
13410,44105,1,Current,81554.8,ACTIVE
13411,33997,3,Current,16386.6,ACTIVE
13412,18610,4,Current,431819.16,ACTIVE
13413,37536,3,Savings,209568.5,ACTIVE
13414,28335,2,Savings,494681.76,ACTIVE
13415,32930,2,Current,431761.89,INACTIVE
13416,20014,3,Current,338882.67,INACTIVE
13417,5899,5,Current,329732.05,ACTIVE
13418,44505,1,Current,146162.54,ACTIVE
13419,7164,1,Savings,334713.95,INACTIVE
13420,42320,2,Current,93313.3,ACTIVE
13421,13059,3,Savings,24862.75,ACTIVE
13422,47787,2,Current,328454.1,ACTIVE
13423,26835,3,Savings,258660.34,INACTIVE
13424,34832,5,Savings,438941.32,INACTIVE
13425,9373,5,Savings,316414.54,ACTIVE
13426,7924,1,Savings,423715.94,INACTIVE
13427,32286,3,Savings,6967.31,INACTIVE
13428,25544,1,Savings,420960.19,ACTIVE
13429,11968,1,Current,286388.88,INACTIVE
13430,33974,3,Current,343041.49,ACTIVE
13431,28025,2,Current,144021.47,INACTIVE
13432,29875,1,Savings,235752.57,INACTIVE
13433,19406,3,Savings,474781.42,INACTIVE
13434,950,2,Current,165622.33,INACTIVE
13435,677,5,Current,417836.2,INACTIVE
13436,30516,5,Current,398976.0,INACTIVE
13437,33126,4,Current,175636.25,ACTIVE
13438,27294,5,Current,433227.62,ACTIVE
13439,11934,3,Current,441093.64,ACTIVE
13440,14346,1,Current,102421.0,ACTIVE
13441,27860,1,Current,157846.33,ACTIVE
13442,7450,5,Savings,371633.07,ACTIVE
13443,30292,5,Savings,71870.25,ACTIVE
13444,9014,4,Current,285664.72,ACTIVE
13445,19233,2,Current,418481.76,INACTIVE
13446,32936,2,Current,151619.6,ACTIVE
13447,44786,3,Savings,340592.15,INACTIVE
13448,2087,2,Current,401316.86,INACTIVE
13449,22630,4,Current,324263.7,INACTIVE
13450,1470,5,Current,167892.42,ACTIVE
13451,13645,5,Current,158204.77,INACTIVE
13452,21522,1,Current,308096.4,ACTIVE
13453,47069,2,Savings,467831.16,ACTIVE
13454,40070,2,Current,284610.21,INACTIVE
13455,27764,4,Savings,248778.66,ACTIVE
13456,49238,1,Current,204321.69,INACTIVE
13457,33637,4,Current,183777.33,ACTIVE
13458,30240,1,Savings,68542.51,ACTIVE
13459,5295,2,Savings,27458.54,INACTIVE
13460,12901,3,Current,244681.87,INACTIVE
13461,26525,3,Savings,288156.42,INACTIVE
13462,36281,5,Savings,103976.57,INACTIVE
13463,15906,5,Current,450677.28,INACTIVE
13464,17090,1,Savings,400676.95,INACTIVE
13465,12581,1,Current,234452.37,ACTIVE
13466,41697,2,Current,160591.58,INACTIVE
13467,47209,3,Savings,297037.09,INACTIVE
13468,7693,4,Savings,167226.33,ACTIVE
13469,45517,1,Current,417951.01,ACTIVE
13470,49841,4,Current,363255.29,ACTIVE
13471,11028,4,Savings,325022.52,ACTIVE
13472,32783,1,Current,31860.0,ACTIVE
13473,47099,1,Savings,6765.18,INACTIVE
13474,29391,1,Current,389260.96,ACTIVE
13475,3755,5,Savings,161175.78,ACTIVE
13476,6947,1,Current,441255.69,ACTIVE
13477,5188,3,Savings,64519.33,INACTIVE
13478,32675,4,Current,380067.79,ACTIVE
13479,26374,3,Current,69486.45,ACTIVE
13480,8481,2,Current,343789.82,ACTIVE
13481,38641,4,Current,404743.55,ACTIVE
13482,34441,5,Savings,460766.15,ACTIVE
13483,37478,2,Savings,107894.43,INACTIVE
13484,29467,1,Current,361062.33,ACTIVE
13485,13076,3,Savings,112082.1,ACTIVE
13486,15657,5,Current,116374.08,ACTIVE
13487,27912,2,Savings,180704.31,ACTIVE
13488,3739,3,Savings,447320.38,INACTIVE
13489,6379,2,Savings,427502.12,INACTIVE
13490,32781,4,Savings,255600.65,INACTIVE
13491,5123,5,Current,273353.36,INACTIVE
13492,47511,4,Current,455087.43,INACTIVE
13493,6541,1,Savings,220570.12,INACTIVE
13494,22618,4,Savings,435526.41,INACTIVE
13495,23150,1,Current,58014.73,ACTIVE
13496,261,5,Savings,46399.48,ACTIVE
13497,36847,3,Savings,492739.69,ACTIVE
13498,2042,1,Current,269068.65,INACTIVE
13499,11193,1,Current,64977.9,ACTIVE
13500,21386,4,Current,345449.57,INACTIVE
13501,21938,1,Savings,360140.12,ACTIVE
13502,29167,1,Current,498360.49,ACTIVE
13503,25152,3,Savings,434277.14,INACTIVE
13504,48926,4,Savings,468597.38,INACTIVE
13505,178,1,Savings,62497.76,ACTIVE
13506,42102,1,Savings,17662.63,ACTIVE
13507,20326,5,Savings,202774.58,ACTIVE
13508,20552,1,Savings,478881.06,ACTIVE
13509,45760,2,Current,189554.33,INACTIVE
13510,40097,5,Current,15586.33,INACTIVE
13511,6683,1,Current,223743.13,ACTIVE
13512,45550,3,Savings,22565.34,INACTIVE
13513,5712,4,Savings,357706.66,INACTIVE
13514,48293,3,Current,391891.23,INACTIVE
13515,37513,1,Savings,135642.35,INACTIVE
13516,49091,2,Current,324399.68,ACTIVE
13517,6300,4,Current,86818.74,INACTIVE
13518,21859,2,Current,335032.41,INACTIVE
13519,1888,5,Current,140842.43,INACTIVE
13520,43598,2,Current,358488.95,ACTIVE
13521,33179,4,Savings,216322.03,INACTIVE
13522,21402,5,Current,407615.52,ACTIVE
13523,24172,1,Savings,338126.46,INACTIVE
13524,41908,3,Savings,289820.42,INACTIVE
13525,2179,5,Savings,452199.44,ACTIVE
13526,44573,1,Savings,24136.34,ACTIVE
13527,8914,1,Current,468410.66,ACTIVE
13528,27681,2,Savings,444773.67,INACTIVE
13529,31145,5,Current,493707.88,ACTIVE
13530,37656,1,Savings,349669.8,INACTIVE
13531,29361,1,Current,430556.71,INACTIVE
13532,40183,3,Savings,486105.52,ACTIVE
13533,40603,2,Savings,349112.09,ACTIVE
13534,10341,1,Savings,184231.23,INACTIVE
13535,17578,3,Current,317290.31,ACTIVE
13536,1005,4,Savings,194438.42,ACTIVE
13537,26823,2,Savings,145861.63,INACTIVE
13538,35720,3,Current,329744.88,INACTIVE
13539,29484,4,Savings,264394.99,ACTIVE
13540,4785,3,Current,233254.72,INACTIVE
13541,34538,5,Current,186255.61,INACTIVE
13542,18162,3,Savings,224224.07,ACTIVE
13543,38046,4,Current,240037.61,INACTIVE
13544,14748,4,Current,352709.52,INACTIVE
13545,15888,5,Savings,496590.76,INACTIVE
13546,38584,1,Savings,6412.03,ACTIVE
13547,2408,3,Current,26950.73,ACTIVE
13548,25644,5,Savings,194807.3,ACTIVE
13549,39673,5,Savings,55003.02,ACTIVE
13550,38022,5,Savings,467732.85,ACTIVE
13551,49643,1,Savings,93621.2,INACTIVE
13552,27451,1,Savings,467600.18,INACTIVE
13553,18693,1,Savings,294612.68,ACTIVE
13554,9148,3,Current,261788.39,ACTIVE
13555,26905,5,Savings,15173.96,INACTIVE
13556,3151,2,Current,458361.69,INACTIVE
13557,9062,5,Current,348124.93,ACTIVE
13558,23052,5,Savings,138369.99,ACTIVE
13559,22919,4,Savings,94996.27,ACTIVE
13560,7258,1,Current,402594.44,ACTIVE
13561,34580,3,Savings,194658.87,ACTIVE
13562,48840,4,Current,72462.63,INACTIVE
13563,13488,3,Savings,45438.82,INACTIVE
13564,46675,3,Current,50362.51,ACTIVE
13565,9649,4,Current,176339.4,INACTIVE
13566,44428,5,Current,383416.17,INACTIVE
13567,7701,2,Current,228064.05,INACTIVE
13568,19240,3,Savings,496827.88,INACTIVE
13569,11893,2,Current,184953.39,ACTIVE
13570,44361,1,Current,133593.86,INACTIVE
13571,34185,3,Savings,466068.54,INACTIVE
13572,1544,4,Current,4196.76,ACTIVE
13573,48203,4,Current,362187.9,ACTIVE
13574,24468,3,Current,414530.61,INACTIVE
13575,28148,5,Savings,27392.19,ACTIVE
13576,36274,3,Current,148444.48,INACTIVE
13577,1448,5,Savings,63729.33,ACTIVE
13578,31035,3,Current,233452.89,ACTIVE
13579,35423,2,Savings,288278.64,ACTIVE
13580,49762,3,Current,254294.42,ACTIVE
13581,12934,2,Savings,118548.51,ACTIVE
13582,31359,5,Current,162239.44,INACTIVE
13583,26509,4,Savings,27436.1,INACTIVE
13584,10208,5,Current,341801.0,INACTIVE
13585,18983,3,Current,207897.51,INACTIVE
13586,37779,3,Current,3721.23,ACTIVE
13587,10824,5,Savings,373575.07,INACTIVE
13588,33291,3,Savings,275179.2,ACTIVE
13589,48947,3,Current,377270.25,ACTIVE
13590,14531,3,Current,486490.73,ACTIVE
13591,30639,3,Current,289892.73,INACTIVE
13592,29296,2,Savings,124808.28,ACTIVE
13593,43454,4,Current,461921.12,ACTIVE
13594,20016,4,Savings,176158.88,INACTIVE
13595,18350,5,Current,138751.42,INACTIVE
13596,25642,2,Current,181693.01,INACTIVE
13597,36797,5,Savings,317264.84,ACTIVE
13598,37667,2,Savings,52723.6,INACTIVE
13599,24177,4,Current,222191.44,INACTIVE
13600,10952,2,Savings,249147.19,ACTIVE
13601,315,1,Savings,58632.35,ACTIVE
13602,27805,4,Savings,454244.33,INACTIVE
13603,16953,4,Current,365589.57,INACTIVE
13604,33996,3,Savings,369038.43,INACTIVE
13605,36439,1,Current,303138.69,ACTIVE
13606,38824,2,Savings,396010.35,INACTIVE
13607,17823,2,Savings,21567.06,ACTIVE
13608,19964,1,Savings,10881.84,INACTIVE
13609,29035,3,Savings,203382.64,INACTIVE
13610,19995,4,Savings,379016.87,INACTIVE
13611,27092,3,Savings,218767.52,ACTIVE
13612,18618,2,Savings,25468.28,ACTIVE
